title,sentence_five,sentence_four,sentence_three,sentence_two,sentence_one,word_five,word_four,word_three,word_two,word_one
讓人愛不釋手的lunasol彩妝系列，從底妝到完妝只有透亮形容,12,18,6,3,6,7,13,11,10,2
 分享｜Reach 麗奇，PUMPING牙膏亮白系列，pumping新誕生，為自己的牙齒深層潔淨一下     ,13,31,11,3,5,10,18,6,11,4
那些類青春露的替代保養品♥八罐前導精華與保濕化妝水評比♥SK-II青春露/Kiehl's契爾氏紫鳶青春肌活露/Userism靓肌靚水漾仙跡微分子前導活膚菁露/VINATA台酒生技酒粕精粹逆齡活膚青春露/Hada-Labo肌研極潤保濕化妝水/Dr. Selection賽萊斯海泥分子酊保濕化妝水1%/Kiehl's契爾氏冰河保濕機能水/Decorte黛珂超微脂修護源露,20,38,19,13,3,17,13,23,19,5
【日本藥妝分享】想買BB的人一定要看！Chocola BB系列5大商品差異比較總整理～ ✽ ,8,5,3,1,0,2,8,9,11,1
自己的白皙肌膚自己守護！10款防曬實測！,9,23,21,6,11,3,21,17,7,7
【桃園特賣會】瑪登瑪朵內衣3件888元、內褲6件588元、馬甲99元，還有皮件490元起、登山包5折、萬國行李箱6折~PARK食尚廣場附近,4,12,5,1,3,0,4,3,6,1
膠原蛋白大解密！各種膠原蛋白的疑難雜症，Kevin一次解答！,11,8,7,1,0,7,4,12,7,2
臉部保養║日本面膜 BCL Saborino 早安面膜 早上起床不洗臉？敷臉等於洗臉 ❤跟著Livia享受人生❤,6,3,6,1,3,4,2,10,2,5
e-nail x K.Fika 6月新色_夢想不需急著完成，但要不斷地靠近夢想！,2,8,7,0,1,0,6,6,0,0
抱歉!我們真的不適合~DR.CINK三款精華液使用分享,6,4,0,3,2,1,3,3,4,14
【美國超級淡斑皂】美國 Dermisa  淡斑皂洗完馬上過敏耶!! @Katty ~ 愛夢幻,2,2,2,0,1,2,0,2,5,8
【美妝】日本@cosme 開架唇膏NO.1 OPERA金管唇膏全試色/含限定#09Sakura Petal,0,5,6,2,7,1,9,6,8,5
大貓遇到艾多美,0,3,2,0,0,1,5,2,1,1
向六年婚姻致敬，辛苦了！謝謝你(妳)的不離不棄。JWwedding婚紗攝影/自助婚紗攝影工作室 ＃ ＡＤ,6,11,5,0,0,3,5,4,0,0
誰說一定要漂髮才能擁有特殊色？ 去兜告訴你『不需漂』即可擁有的特殊色大特輯,0,5,1,0,0,0,3,5,1,0
【保養】縮時保養正流行！Saborino晚安面膜。早安面膜。不只早上要多睡點，晚上也要早點去睡美容覺！,3,6,7,1,0,1,7,13,5,1
【保養】日本Labo Labo的毛孔系列好用到誇張，怎麼可能是開架商品！,16,38,13,0,0,11,24,15,1,0
【美妝】日本熱賣不是沒有原因！OPERA Lip Tint渲漾水色唇膏全試色♥♥ ,6,20,4,0,0,6,12,7,1,0
卸妝、洗臉，一皂搞定《黃金米系列-紅寶美顏皂特惠組》,3,4,0,0,0,2,1,3,0,0
[心得+試色]14隻MAC子彈唇膏試色｜14 MAC LIPSTICKS SWATCHES,5,23,4,1,8,1,19,11,10,9
益膚乳霜使用回饋分享(10701),0,1,0,0,0,0,1,2,1,1
【保養】德國安瓶讓臉蛋兒發光 ISANA v.s. Balea 與 德國時空膠囊 (2018更新),17,27,12,0,0,7,25,12,0,0
好物∣七款油頭洗髮精大評比,4,8,10,0,3,4,9,7,3,7
［保養］眼睛的好夥伴-7種人工淚液5種眼藥水大評比,3,7,6,0,2,3,4,11,6,5
【美妝】7款熱門開架睫毛膏評比,3,11,10,4,7,5,4,10,13,11
【生活】喜樂纖S秘方!!我也要向美容大王~大S看齊!!!,0,2,2,1,0,0,4,7,5,1
【保養】搞定粉刺毛孔。敷完粉刺立刻浮出看的到♥KIEHL’S 契爾氏亞馬遜白泥淨緻毛孔面膜,0,4,2,0,0,3,8,4,0,0
[做臉] 終於可以推薦大家做臉了!Eva's Diary 美容工作室，價格合理又細心♡,0,5,2,0,0,0,6,6,8,2
2018 Dior限量春妝＋迪奧癮誘粉漾潤唇膏全新6色 試色報告！,2,5,2,2,0,4,10,10,0,1
【身體保養】CP值超高！澳洲必敗好物~ 來自澳洲的G&M AUSTRALIAN Emu Oil Moisturising Cream 鴯鶓油保濕乳霜,3,10,3,1,0,1,13,8,0,0
韓國非買不可的JAYJUN三部曲面膜~~大集合!!,11,28,1,0,0,3,20,8,0,0
"嘎嘎的新生兒脂漏性皮膚炎,靠Alobaby三天完勝",5,10,2,2,0,4,11,1,0,0
【日本美妝】2018日本必買@cosme排行榜人氣美妝10選,8,15,8,5,1,5,8,7,1,0
[開箱] 只要3秒化好眼影？韓國16 Brand漸層眼影手殘也能搞定眼妝,8,4,1,0,0,6,4,4,1,0
【美妝】韓國 W.Lab白雪公主亮白霜／素顏霜 ❤ 韓妞彩妝師Pony超推薦：一秒擁有偽素顏水潤肌,6,11,6,0,0,4,9,8,0,0
倩碧花漾腮紅14款全試色,11,14,5,0,0,9,14,13,0,0
[分享] Maybelline媚比琳 超持久霧感液態唇膏Super Stay Matte Ink,4,10,1,0,0,2,7,1,0,0
【美妝】超洗版網紅商品 Dr. Cink達特聖克 CC霜~開 瓶 囉!,7,6,4,0,0,1,7,4,0,0
[美妝] 日本妹超愛，operaオペラ金管花嫁唇釉/唇膏三色試色,4,7,9,3,1,6,3,8,2,0
「底妝」用過就不會變心×韓國VDL 貝殼光妝前乳,9,15,1,0,0,5,10,2,3,0
[試用+體驗] 傳奇今生紅櫻桃健康唇膏,9,7,0,0,0,3,11,3,0,0
☆好物分享☆澳洲萬用軟膏～LUCAS' PAPAW Ointment木瓜霜,14,12,1,0,0,6,8,4,1,0
[保養] 來自法國巴黎的 NUXE 黎可詩全效晶亮精華油，一瓶搞定所有保養,9,17,3,0,0,5,10,9,0,0
【美妝】Pony Effect神秘黑瓶粉底液12小時實測分享─大推持久遮瑕約會完勝粉底,3,6,8,2,0,1,12,9,3,0
【保養】雪花秀必買清單！♥用了不知道幾瓶的潤燥精華EX & 氣墊粉霜,15,7,3,8,0,7,10,7,4,11
｡◕‿◕｡ 愛心の黃色小藥丸／武田合利他命強效錠EX PLUS ｡◕‿◕｡,6,4,6,8,17,1,4,2,2,2
[保養] 用過就絕不會忘記的無敵小棕瓶 ♥ 雅詩蘭黛 特潤超導修護露,11,6,1,9,22,5,6,3,10,23
"這支BB霜真的不錯~媚比琳純淨礦物BB霜SPF26 PA+++,有特價時趕快購入吧～ @ 愛美雙子星 :: 痞客邦 ::",5,6,27,18,9,4,5,18,22,8
【愛漂亮】歐洲草本植萃Herbal Care-蕁麻清爽植萃調理洗髮露、人蔘深層強健護髮素，潔淨頭皮保護秀髮 @ 【迷你王の瘋狂生活】 :: 痞客邦 ::,6,6,11,17,14,4,5,9,14,12
三峽*大板根-Lulu Spa美人湯 @ Nicole的生活日記 :: 痞客邦 ::,6,1,11,19,8,3,0,6,10,17
＊體驗＊日本ISM沙龍級蜜糖椰子洗護髮系列。讓我的受損頭髮蓬鬆發亮香味更持久 @ 洋娃娃的夢幻城堡♡MAKE UP BEAUTY  :: 痞客邦 ::,8,5,8,40,27,4,0,10,27,45
<保養>我的居家除毛初體驗。艾迪美Actimed蜜蠟脫毛系列，不留殘膠超方便! @ T芬妮。愛水小姐 :: 痞客邦 ::,7,2,14,27,16,2,2,9,18,20
瑞士之行戰利品 (高貴名牌篇) @ 阿遜的玩具箱 :: 痞客邦 ::,11,6,16,11,4,4,6,9,8,11
"Dainty Salon 萊雅 ""結構護髮""心情分享 上篇 @ 海倫.湘湘 戀香、聞香、寫香分享 :: 痞客邦 ::",10,0,7,21,9,3,0,10,14,20
(開箱)空間環境好清新之舒克清霧化器 @ 愛美麗的小喵喵Vivian 新娘祕書/彩妝教學/半永久彩妝/最新韓國紋繡技術/親子育兒 :: 痞客邦 ::,5,2,11,15,23,4,1,8,16,20
彩妝｜遮瑕ｘ保濕。兩步驟快速打造精緻底妝！KOSE Nudy Couture礦物美肌光透DD霜／CC礦物蜜粉餅 @ 柯蘿依Chloe :: 痞客邦 ::,11,7,18,22,10,9,7,14,17,11
【髮/保養】Syoss絲蘊植萃頭皮養護護理膜 ❖ 油頭困擾或敏感性頭皮適用，給予頭皮舒緩潔淨感以及恰到好處的油脂平衡感 @ Sunny's愜意時光&食光 :: 痞客邦 ::,9,11,21,34,17,5,5,13,21,14
【實用精油】Calendula 金盞花油 @ 賀伯哥的精油大百科 :: 痞客邦 ::,1,12,40,26,5,1,6,10,10,4
台中《韓劇治癒者(Healer)★朴敏英髮色》happyhair髮型設計師Ton專業染髮推薦★ @ Ton & Apple。幸福部落格 :: 痞客邦 ::,4,3,14,20,15,4,2,7,19,14
(髮色) 台灣就可以染出來超自然歐美漸層暈染 不用再羨慕國外的髮色 MV HAIR幫你打造低調奢華感 以後再也不怕布丁頭啦！！ @ Hair Designer Zoe :: 痞客邦 ::,14,3,30,40,9,11,4,27,50,29
[近期底妝] 雪花秀氣墊粉底! @ ananchen :: 痞客邦 ::,3,4,28,26,15,1,4,12,22,18
[佐賀] 讓人覺得悠閒的1300年歷史溫泉--『武雄溫泉』 @ Aileen開心過生活~ :: 痞客邦 ::,4,11,10,19,14,1,4,9,24,20
美妝。Dior Forever 超完美持久氣墊粉餅 & 超完美持久底妝『試用』 @ VIANNA 愛玩生活 :: 痞客邦 ::,18,5,22,33,30,11,2,15,21,22
[美妝]義大利必敗彩妝品//KIKO//開箱文 各式彩妝~平價又好用!! 眼影、唇膏、唇蜜、睫毛膏♥♥((文末贈正貨)) @ 時間把習慣換了 :: 痞客邦 ::,6,12,19,24,25,5,9,14,17,20
美妝-謬斯女神降臨了！(BBIA-2017新色謬斯女神完美唇膏-酒紅管#11#12#13#14) @ 嗨~我是華麗的玩美小咖-玄安*3* :: 痞客邦 ::,14,12,35,25,22,8,10,26,27,38
[美國網購]期待已久的UD naked 3還有大名鼎鼎的Kevyn Aucoin修容高光與tarte眼影盤 @ 蜜思雪輪愛美妝 :: 痞客邦 ::,10,9,38,38,30,9,3,17,24,28
[國內旅遊]新竹 竹北 身體按摩 腳底按摩好去處 @ 艾蜜莉咪咪 :: 痞客邦 ::,17,4,29,47,48,14,2,18,26,41
[宜蘭礁溪住宿]美嘉美大飯店，原木原湯柚木SPA溫泉池 @ 黑米+凱恩的厝 :: 痞客邦 ::,7,6,10,26,33,2,6,10,21,31
自製凝膠貼~現代而時尚 @ Melody美樂的美甲生活 :: 痞客邦 ::,0,3,3,0,0,0,4,4,0,0
【旅遊/美國】買到差點回不了家！2017秋冬美國彩妝戰利品分享~節日限量美妝組合、SEPHORA限量組合 @ 品客巧莉愛美玩樂誌 :: 痞客邦 ::,2,5,3,0,1,1,11,15,2,3
我就是眼線控 ♥ 多款眼線筆、液、膠介紹 @ 洋洋♥用女孩的甜蜜觀點看時尚  :: 痞客邦 ::,1,9,8,0,0,4,20,14,1,0
伊恩＠分享文 「莫蒂膚®Motives清新定妝霧」「莫蒂膚®Motives美妍定妝霧」「人手一瓶不脫妝神器，維持一整天的完美妝容，減少脫妝跟出油的法寶」「減少脫妝跟出油的法寶，無瑕美」 @ 伊恩的痞客邦 :: 痞客邦 ::,8,10,2,0,0,4,14,8,1,1
"SOLONE 美妝品大推薦!許多便宜好用的產品都在這兒~30秒定妝慕絲眼線眼彩筆,油眼皮必試!!! @ 愛美雙子星 :: 痞客邦 ::",4,7,4,0,0,0,15,13,2,0
粉餅。夏日美肌一餅搞定! Za美白煥顏兩用粉餅，乾擦和溼擦的差別在哪？ (服貼/持妝力高/靈活運用) @  小草♥Grass♥ 日々は楽しさ! :: 痞客邦 ::,9,17,4,0,0,13,25,11,0,0
【法令紋】法令紋打肉毒桿菌好？還是玻尿酸？ @ 上立皮膚科診所│液態拉皮洢蓮絲少女針依戀詩/Ellanse易麗適聚己內酯/童顏針3D聚左旋乳酸舒顏萃/Sculptra液態拉提冷凍溶脂SculpSure超音波拉皮極線音波拉提755蜂巢皮秒雷射晶亮瓷肉毒桿菌玻尿酸 :: 痞客邦 ::,5,15,1,1,0,4,19,11,0,3
南港站美甲 Chimei.nail&lash奇美女人館 ＃名媛氣質款美甲 ＃過年指甲新衣服 ＃美甲師小萱 @ 梅格(Angelababy)享樂日記 ♥16項全能吃貨babe♥ :: 痞客邦 ::,0,6,4,2,0,0,5,7,1,2
2018母親節檔期提神品：SUQQU 日本伊勢丹限定眼影盤#輝琉璃、NARSissist 自戀搶眼六色頰彩盤 @ Shockisgood=夏克絲古德 :: 痞客邦 ::,24,39,36,18,9,6,13,12,6,3
【美容】屈臣氏獨家新品牌PART1--B.B霜教主HANSKIN @ Taipei Walker :: 痞客邦 ::,13,20,2,18,3,3,9,1,5,1
眼妝┃難道這就是不該相遇的相遇？canmake新品眼影霜 @ ♥Lillian leads a happy life :) :: 痞客邦 ::,6,12,34,16,6,3,6,18,4,3
櫻花粉外殼X櫻花色粉撲！GIORGIO ARMANI 2018全新光感氣墊粉餅搶先看 @  Goris' Sky‧時尚美妝消費學 :: 痞客邦 ::,1,16,13,8,1,1,5,3,3,1
【彩妝】輕鬆打造春季透亮妝容 EXCEL炫采光透妝前乳x亮采柔嫩唇膏 @ 跟著艾波拍到天涯海角 :: 痞客邦 ::,10,48,11,19,1,8,28,8,11,1
【美妝】韓國Aritaum All Day粉底液實測報告(2017.03.01更新) @ SimpLe liFe :: 痞客邦 ::,1,6,33,13,3,1,3,15,6,1
【唇膏AND唇蜜】BÉBÉ POSHÉ 奢華寶貝 @ 心時SHINJI♥LIFE♥ :: 痞客邦 ::,0,35,63,17,8,0,12,26,6,4
☆ 出門前撲一下☆CHANEL香奈兒N°5身體香粉 @ 愛瑪手記@pixnet :: 痞客邦 ::,2,12,13,6,4,2,4,4,3,2
【Bois 1920】Oro 1920 (黃金年代) @ Chris香水評論報台 :: 痞客邦 ::,4,9,13,10,6,1,5,3,5,2
露華濃經典璀璨唇膏分享 (Revlon 015、325、510) @ Hello 我是安妮! :: 痞客邦 ::,7,21,4,4,0,5,10,3,2,0
『美妝』美瞳線～讓我起床就可以擁有亮麗出色的眼神 @ 仙蒂小姐．愛漂亮 :: 痞客邦 ::,2,19,4,18,8,1,16,3,15,6
♡高雄微整型♡高雄麗晶 皇家水飛梭淨膚保養，讓我全臉像是喝飽了水♥♥ @ 貝蒂小姐's Blog :: 痞客邦 ::,9,34,8,20,11,5,25,7,12,11
【美妝】2017必買 ♥ 永遠都在缺貨的熱門唇膏 ♥ 限定色更要收 @ Diana Loves Daydream :: 痞客邦 ::,10,47,22,9,4,6,30,14,7,2
【蒐集狂】別人笑我太瘋癲我覺得你們真有遠見❤ETUDE HOUSE小公主甜心腮紅包色計畫 @ 我是大魚 :: 痞客邦 ::,6,23,15,18,0,4,18,10,11,0
韓國16brand雙色眼影│漸層眼妝一筆搞定？ @ Here I am Athena :: 痞客邦 ::,7,24,16,5,0,5,14,10,4,0
[美妝] nature collection絕美大理石氣墊 興奮開箱＋使用心得分享 @ 姍姍來吃姍姍來了 :: 痞客邦 ::,4,16,16,6,10,4,15,14,5,3
【美妝】Apieu 不買可惜之媲美專櫃超值唇膏 TRUE Lipstick @ Maggie Ｍaggie 。Beauty Diary :: 痞客邦 ::,7,20,6,5,5,4,15,4,2,3
［底妝］1028柔焦毛孔隱形露★毛孔不見 你可以靠近一點沒關係 @ 歡迎收看小貓蕉蕉★Banana cat :: 痞客邦 ::,2,28,6,5,4,2,22,4,5,2
{美妝分享}benefit蒲公英妍采露*羞答答妍采露*毛孔隱形露*腮紅*有推有黑使用心得* @ 台灣妞韓國媳 ♥ :: 痞客邦 ::,11,20,18,5,0,4,15,14,5,0
Maybelline媚比琳夢幻奇蹟 控油透潤持妝乳→有了她，一整天妝容不NG！ @ 愛菲兒的部落格 :: 痞客邦 ::,0,0,0,0,0,3,0,0,0,0
油肌實測! 人氣控油妝前修飾乳評比 @ 姬姬烏 :: 痞客邦 ::,0,9,21,25,0,0,3,7,9,0
【睫毛膏推薦】戀愛魔鏡悄悄纖長睫毛膏，刷下睫毛超自然！ @ Oly ♥ ENJOY & BE BEAUTY :: 痞客邦 ::,5,21,12,10,0,3,18,7,9,0
[彩妝] NYX Soft Matte Lip Cream 超顯色霧面液態唇彩/唇膏 8色試色 @ Hello Catie ◣凱蒂◥ :: 痞客邦 ::,14,40,15,8,9,7,35,10,7,6
最夯的就這8支！最經典的TOM FORD設計師唇膏17色全試色VS.設計師微霧唇膏 @  Goris' Sky‧時尚美妝消費學 :: 痞客邦 ::,0,28,13,7,2,0,10,6,6,1
【唇彩】＃１４０完美裸粉色～當腮紅也極美 - CHANEL超炫耀絲絨唇露，最新色＃１５６、＃１５８試色 @ ［  凱 的 日 本 食 尚 日 記  ］ :: 痞客邦 ::,9,19,12,2,1,6,12,6,2,1
曼秀雷敦多效潤彩唇膏-搖滾野莓 @ KIKI的不盡責任分享 :: 痞客邦 ::,0,6,3,3,4,0,4,2,3,4
MAYBELLINE媚比琳光療鏡漾唇釉→讓雙唇自帶聚光燈*絕對搶鏡頭-大推72巨星色 @ 愛菲兒的部落格 :: 痞客邦 ::,2,21,4,16,7,2,14,4,9,5
伊恩＠分享文 「莫蒂膚®Motives礦物美人親膚粉底液」「礦物彩妝，英國王子妃 Kate Ｍiddleton都愛用」「質彩妝敏感肌適用，油光掰掰不再脫妝，夏日完美妝容，脫妝的復仇，詐欺系底妝」 @ 伊恩的痞客邦 :: 痞客邦 ::,0,30,10,18,20,0,18,5,12,9
【美妝小日子】SOLONE 2018春妝眼影 異想追逐魅惑05/11/77/52  ▸ 春天就靠SOLONE引領潮流 @ MollyMushroom 茉莉蘑菇 :: 痞客邦 ::,10,24,3,7,6,5,20,2,4,6
【傳奇今生】~紅櫻桃唇膏~食品級唇膏安全又安心的健康脣膏 @ RainRain媽咪與蕎雙寶~~~~~~ :: 痞客邦 ::,2,15,11,10,8,2,6,7,4,3
2018 Dior限量春妝＋迪奧癮誘粉漾潤唇膏全新6色 試色報告！ @ 米雪兒 Fashion Beauty Diary  :: 痞客邦 ::,10,42,18,28,20,6,28,9,15,16
【Livia*美妝】唇膏控開箱♥一次12色唇膏唇釉試色 CLIO @ ▶Livia愛美分享◀ :: 痞客邦 ::,4,60,27,7,15,1,28,15,5,6
我心目中最喜歡的6款經典臉部防曬隔離霜心得總整理、全價目 @  Goris' Sky‧時尚美妝消費學 :: 痞客邦 ::,0,43,44,23,19,0,10,17,7,13
【❤彩妝】重大場合的妝容交給誰? - M‧A‧C 專業彩妝服務 @ PHAT G ♥恬寶♥ 私密日記 :: 痞客邦 ::,1,13,9,18,14,1,12,7,12,9
借拍│日雜大賞冠軍！滋潤度棒棒的 SUQQU 晶采艷澤唇膏 モイスチャーリッチリップスティック MOISTURE RICH LIPSTICK @ Shockisgood=夏克絲古德 :: 痞客邦 ::,8,31,24,4,34,4,10,9,1,14
